col_names,col_labels,col_types,as_type,is_type
P19,Receive Credit,factor,as.factor,is.factor
Q1__1,"Sell own produce from your farm (food crops e. g. beans, maize, cassava, sweet potatoes, mangoes, oranges)",double,as.double,is.double
Q1__2,"Sell own produce from your farm (cash crops e.g. coffee, tea, pyrethrum, sisal, cotton, miraa)",double,as.double,is.double
Q1__3,Fish farming/fishing including aquaculture,double,as.double,is.double
Q1__4,"Sell products from your livestock (e.g. milk, beef, eggs, manure, honey)",double,as.double,is.double
Q1__5,"Sell livestock (e.g. cattle, goat, sheep, chickens)",double,as.double,is.double
Q1__6,Other (SPECIFY),double,as.double,is.double
Q1__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
Q1__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
Q1i,Agriculture Income - Other,character,as.character,is.character
Q2a__1,Difficulty starting/financing because of lack of money (capital),double,as.double,is.double
Q2a__2,Difficulty finding customers,double,as.double,is.double
Q2a__3,Difficulty finding inputs (seeds etc.),double,as.double,is.double
Q2a__4,Small land sizes,double,as.double,is.double
Q2a__5,High labor costs,double,as.double,is.double
Q2a__6,Difficulty getting paid for products sold on credit,double,as.double,is.double
Q2a__7,Mobile payment platforms sometimes fail,double,as.double,is.double
Q2a__8,Pests and diseases,double,as.double,is.double
Q2a__9,Difficulty getting products to market  transport/road infrastructure,double,as.double,is.double
Q2a__10,Unscrupulous middlemen,double,as.double,is.double
Q2a__11,Lack of storage facilities,double,as.double,is.double
Q2a__12,Drought,double,as.double,is.double
Q2a__13,Theft,double,as.double,is.double
Q2a__14,Invasion by wild animals,double,as.double,is.double
Q2a__15,Floods,double,as.double,is.double
Q2a__16,High/Increased cost of inputs,double,as.double,is.double
Q2a__17,Other (SPECIFY),double,as.double,is.double
Q2a__18,Harsh Weather conditions,numeric,as.numeric,is.numeric
Q2a__19,Low prices,numeric,as.numeric,is.numeric
Q2a__20,Low produce,numeric,as.numeric,is.numeric
Q2a__98,Don’t know (DO NOT READ OUT),double,as.double,is.double
Q2a__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
Q2ai,Farming challenges - Other,character,as.character,is.character
Q2b,Main challenge,factor,as.factor,is.factor
Q3,Main Source of Finance,factor,as.factor,is.factor
Q4,Main Source of Finance Reason,factor,as.factor,is.factor
Q4i,Main Source of Finance Reason - Other,character,as.character,is.character
Q5,Reason LoanAgriculture,factor,as.factor,is.factor
Q6,Agriculture Market Information,factor,as.factor,is.factor
Q7__1,Bank transfer includes interent banking,double,as.double,is.double
Q7__2,"The Post Office (e.g  PostPay, Money order)",double,as.double,is.double
Q7__3,"A mobile money account (e.g  MPesa, Airtel Money)",double,as.double,is.double
Q7__4,A mobile banking account,double,as.double,is.double
Q7__5,"Pay bill  / Till number through mobile money (e.g  Lipa na MPesa, Pay Bill)",double,as.double,is.double
Q7__6,Cash,double,as.double,is.double
Q7__7,Cheque,double,as.double,is.double
Q7__8,Credit or Debit card,double,as.double,is.double
Q7__9,Hawala,double,as.double,is.double
Q7__10,"Money transfer service (e.g  Western Union, Money Gram)",double,as.double,is.double
Q7__11,"International mobile transfer (e.g  Wave, Transferwise)",double,as.double,is.double
Q7__12,"Courier e.g  Nation, Securicor SpeedPost G4S",double,as.double,is.double
Q7__13,Bus / Matatu,double,as.double,is.double
Q7__14,In kind / noncash (goods &amp; services),double,as.double,is.double
Q7__15,"Community currencies eg  Sarafu, Bangla Pesa",double,as.double,is.double
Q7__16,"Cryptourrency e g bitcoin, Etherium,",double,as.double,is.double
Q7__17,Other (SPECIFY)   ONLY MENTIONED IN G1A ),double,as.double,is.double
Q7__18,Did not do this (DO NOT READ OUT,double,as.double,is.double
Q7__98,Don't know(DO NOT READ OUT),double,as.double,is.double
Q7__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
Q7i,various Payment modes - Other,character,as.character,is.character
Q8,Payment modes main,factor,as.factor,is.factor
Q8i,various Payment modes - Other,character,as.character,is.character
Q9,Green energy,factor,as.factor,is.factor
Q10,Source of Financing Green energy,factor,as.factor,is.factor
Q10i,Source of Financing Green energy - Other,character,as.character,is.character
R1A,Liquidity Challenge,factor,as.factor,is.factor
R1B,Severity,factor,as.factor,is.factor
R1Ci__1,Borrowed from a bank / Sacco / microfinance,double,as.double,is.double
R1Ci__2,"Borrowed from mobile banking (e.g. MShwari, KCB MPesa, MCoop Cash, Eazzy Loan, Timiza, HF Whizz)",double,as.double,is.double
R1Ci__3,Borrowed from mobile money provider e.g Fuliza,double,as.double,is.double
R1Ci__4,Borrowed from shylock / loan shark / money lender / money merchant (not from your phone),double,as.double,is.double
R1Ci__5,Borrowed from group / chama,double,as.double,is.double
R1Ci__6,Borrowed from a Government institution,double,as.double,is.double
R1Ci__7,Took a loan / advance from my employer,double,as.double,is.double
R1Ci__8,Borrowed from family / friends / community / church / mosque,double,as.double,is.double
R1Ci__9,Took a loan from a shopkeeper,double,as.double,is.double
R1Ci__10,"Borrowed from a digital appbased lender (e.g. Branch, Tala, Utunzi, KopaCredo, Haraka Loans)",double,as.double,is.double
R1Ci__11,Used savings held at a bank / Post Bank / Sacco / microfinance,double,as.double,is.double
R1Ci__12,"Used savings held in mobile banking (e.g. MShwari, KCB MPesa, MCoop Cash, Eazzy Loan, Timiza, HF Whizz)",double,as.double,is.double
R1Ci__13,"Used savings held in a mobile money provider / wallet (e.g. MPESA, Airtel Money, TCash, Tangaza,  Equitel)",double,as.double,is.double
R1Ci__14,Used savings held at a group / chama,double,as.double,is.double
R1Ci__15,Used savings held with friends / family,double,as.double,is.double
R1Ci__16,Used savings held in a secret hiding place,double,as.double,is.double
R1Ci__17,Sold livestock,double,as.double,is.double
R1Ci__18,"Sold other assets, not livestock (e.g. car, business,stock, household goods, land)",double,as.double,is.double
R1Ci__19,Got assistance / gift from friends / family / community (which you did not have to repay),double,as.double,is.double
R1Ci__20,Cut back on expenses/ adjust consumption patterns,double,as.double,is.double
R1Ci__21,Got goods/items on credit,double,as.double,is.double
R1Ci__22,Worked more / got additional jobs/farmed additional land,double,as.double,is.double
R1Ci__23,Relocated,double,as.double,is.double
R1Ci__24,Other (SPECIFY),double,as.double,is.double
R1Ci__25,Did nothing,double,as.double,is.double
R1Ci__98,Don't know(DO NOT READ OUT),double,as.double,is.double
R1Ci__99,"Refused to Answer(DO NOT READ OUT)""",double,as.double,is.double
R1Cia,Liquidity Distress All options Used - Other,character,as.character,is.character
R1Cii,Liquidity Distress options Used  Most Important,factor,as.factor,is.factor
R1Ciia,Liquidity Distress All options Used - Other,character,as.character,is.character
R1D,Reason for Main Option,factor,as.factor,is.factor
R1Di,Reason for Main Option - Other,character,as.character,is.character
R2A__1,Major sickness/health problem/accident injury,double,as.double,is.double
R2A__2,"Loss or damage due to flooding/unseasonal rainfall/drought/locusts or pests, fire or other natural disaster",double,as.double,is.double
R2A__3,Death of main income earner,double,as.double,is.double
R2A__4,Death of a family member or other relative (not main income earner),double,as.double,is.double
R2A__5,Loss or damage due to theft or violence including political violence,double,as.double,is.double
R2A__6,High costs related to a child birth,double,as.double,is.double
R2A__7,Loss of a job or a source of income or a wage cut,double,as.double,is.double
R2A__8,Cost of living,double,as.double,is.double
R2A__9,Pest/ diseases (locust),double,as.double,is.double
R2Ai__1,Major sickness/health problem/accident injury,double,as.double,is.double
R2Ai__2,Experienced flooding/drought/climate related event,double,as.double,is.double
R2Ai__3,Death of main income earner,double,as.double,is.double
R2Ai__4,Death of a family member or other relative (not main income earner),double,as.double,is.double
R2Ai__5,"Experienced non- climate related loss e.g. theft,fire",double,as.double,is.double
R2Ai__6,High costs related to a child birth,double,as.double,is.double
R2Ai__7,Loss of a job or a source of income or a wage cut,double,as.double,is.double
R2Ai__8,Cost of living,double,as.double,is.double
R2Ai__9,Pest/ diseases (locust),double,as.double,is.double
R2B,Main Shock,factor,as.factor,is.factor
R2C__1,Borrowed from a bank / Sacco / microfinance,double,as.double,is.double
R2C__2,Borrowed from mobile money provider e.g Fuliza,double,as.double,is.double
R2C__3,"Borrowed from mobile banking (e(e.g. MShwari, KCB MPesa, MCoop Cash, Eazzy Loan, Timiza, HF Whizz)",double,as.double,is.double
R2C__4,Borrowed from shylock / loan shark / money lender / money merchant (not from your phone),double,as.double,is.double
R2C__5,Borrowed from group / chama,double,as.double,is.double
R2C__6,Borrowed from a Government institution,double,as.double,is.double
R2C__7,Took a loan / advance from my employer,double,as.double,is.double
R2C__8,Borrowed from family / friends / community / church / mosque,double,as.double,is.double
R2C__9,Took a loan from a shopkeeper,double,as.double,is.double
R2C__10,"Borrowed from a digital appbased lender (e.g. Branch, Tala, Utunzi, KopaCredo, Haraka Loans)",double,as.double,is.double
R2C__11,Used savings held at a bank / Post Bank / Sacco / microfinance,double,as.double,is.double
R2C__12,"Used savings held in mobile banking (e.g. MShwari, KCB MPesa, MCoop Cash, Eazzy Loan, Timiza, HF Whizz)",double,as.double,is.double
R2C__13,"Used savings held in a mobile money provider / wallet (e.g. MPESA, Airtel Money, TCash, Tangaza, Equitel)",double,as.double,is.double
R2C__14,Used savings held at a group / chama,double,as.double,is.double
R2C__15,Used savings held with friends / family,double,as.double,is.double
R2C__16,Used savings held in a secret hiding place,double,as.double,is.double
R2C__17,Sold livestock,double,as.double,is.double
R2C__18,"Sold other assets, not livestock (e.g. car, business, household goods, land)",double,as.double,is.double
R2C__19,Got assistance / gift from friends / family / community (which you did not have to repay),double,as.double,is.double
R2C__20,Cut back on expenses/ adjust consumption patterns,double,as.double,is.double
R2C__21,Got goods/items on credit,double,as.double,is.double
R2C__22,Claimed insurance,double,as.double,is.double
R2C__23,Withdrew/ transfered child / children from school,double,as.double,is.double
R2C__24,Relocated / changed place of residence,double,as.double,is.double
R2C__25,Found a better job / additional jobs,double,as.double,is.double
R2C__26,Do nothing,double,as.double,is.double
R2C__27,Other(SPECIFY),double,as.double,is.double
R2C__98,Don't know(DO NOT READ OUT),double,as.double,is.double
R2C__99,Refused to Answer  (DO NOT READ OUT),double,as.double,is.double
R2Ci,managing techniques - Other,character,as.character,is.character
R2Di,Managing techniques,factor,as.factor,is.factor
R2Dia,Managing techniques - other,character,as.character,is.character
R2Dii,Additional Job,factor,as.factor,is.factor
R2Diia,Additional Job,character,as.character,is.character
R2E,Main Option Risk Reason,factor,as.factor,is.factor
R2Ei,Main Option Risk Reason - Other,character,as.character,is.character
R2F,Potential product for climate shock,factor,as.factor,is.factor
R2Fi,Potential product for climate shock - Other,character,as.character,is.character
R3A,Specific Goal,factor,as.factor,is.factor
R3B,Important Goal,factor,as.factor,is.factor
R3Bi,Important Goal - Other,character,as.character,is.character
R3C__1,Borrowed from a bank / Sacco / microfinance,double,as.double,is.double
R3C__2,"Borrowed from mobile banking (e(e.g. MShwari, KCB MPesa, MCoop Cash, Eazzy Loan, Timiza, HF Whizz)",double,as.double,is.double
R3C__3a,Borrowed from mobile money provider (eg. Fuliza),numeric,as.numeric,is.numeric
R3C__3b,Borrowed from shylock / loan shark / money lender / money merchant (not from your phone),numeric,as.numeric,is.numeric
R3C__4,Borrowed from group / chama,double,as.double,is.double
R3C__5,Borrowed from a Government institution,double,as.double,is.double
R3C__6,Took a loan / advance from my employer,double,as.double,is.double
R3C__7,Borrowed from family / friends / community / church / mosque,double,as.double,is.double
R3C__8,Took a loan from a shopkeeper,double,as.double,is.double
R3C__9,"Borrowed from a digital appbased lender (e.g. Branch, Tala, Utunzi, KopaCredo, Haraka Loans)",double,as.double,is.double
R3C__10,Used savings held at a bank / Post Bank / Sacco / microfinance,double,as.double,is.double
R3C__11,"Used/ accumulate savings held in mobile banking (e.g. MShwari, KCB MPesa, MCoop Cash, Eazzy Loan, Timiza, HF Whizz)",double,as.double,is.double
R3C__12,"Used/ accumulate savings held in a mobile money provider / wallet (e.g. MPESA, Airtel Money, TCash, Tangaza, MobiKash, Equitel)",double,as.double,is.double
R3C__13,Used/ accumulate savings held at a group / chama,double,as.double,is.double
R3C__14,Used/ accumulate savings held with friends / family,double,as.double,is.double
R3C__15,Used/ accumulate savings held in a secret hiding place,double,as.double,is.double
R3C__16,Sold livestock,double,as.double,is.double
R3C__17,"Sold other assets, not livestock (e.g. car, business, household goods, land)",double,as.double,is.double
R3C__18,Got assistance / gift from friends / family / community (which you did not have to repay),double,as.double,is.double
R3C__19,Cut back on expenses/ adjust consumption patterns,double,as.double,is.double
R3C__20,Got goods/items on credit,double,as.double,is.double
R3C__21,Worked more / got additional jobs,double,as.double,is.double
R3C__22,Hire purchase,double,as.double,is.double
R3C__23,Education insurance,double,as.double,is.double
R3C__24,Other (SPECIFY),double,as.double,is.double
R3C__98,Don't know(DO NOT READ OUT),double,as.double,is.double
R3C__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
R3Ci,Options,character,as.character,is.character
R3D,Important Option,factor,as.factor,is.factor
R3Di,Options,character,as.character,is.character
R3E,Main Option Main Goal Reason,factor,as.factor,is.factor
R3Ei,Main Option Main Goal Reason - Other,character,as.character,is.character
R3F,Challenges to meeting goal,factor,as.factor,is.factor
R3G,Challenges goal,factor,as.factor,is.factor
R3GI,Challenges goal -Other,character,as.character,is.character
S1,Own Mobile,factor,as.factor,is.factor
S2__1,can access internet,double,as.double,is.double
S2__4,has a touch screen,double,as.double,is.double
S2__5,can download and install applications on the phone,double,as.double,is.double
S3,Internet 4 weeks,factor,as.factor,is.factor
S3i,Other frequency of internet use,character,as.character,is.character
S4,Used Internet Where,factor,as.factor,is.factor
S4i,Used Internet Where - Other,character,as.character,is.character
S5__1,"Activities relating to my business (online marketing, sourcing inputs etc.)",double,as.double,is.double
S5__2,"Activities relating to my farm (comparing prices, sourcing inputs etc.)",double,as.double,is.double
S5__3,"Educational activities (undertaking online courses, finding education-related materials online)",double,as.double,is.double
S5__4,"Health related activities (seeking information/advice about medical conditions, finding hospitals etc.)",double,as.double,is.double
S5__5,Employment and career related activities (searching for jobs/vacancies etc.),double,as.double,is.double
S5__6,Accessing government services,double,as.double,is.double
S5__7,"Accessing financial services (internet banking, investment etc.)",double,as.double,is.double
T1,Nearest Financial Service Institution,factor,as.factor,is.factor
T1i,Nearest Financial Service Institution - Other,character,as.character,is.character
T2,Average Cost to Nearest Financial Advisor?,factor,as.factor,is.factor
T2i,Average Cost to Nearest Financial Advisor- Other,character,as.character,is.character
T3,Average Time to Financial Provider?,factor,as.factor,is.factor
T3i,Average Time to Financial Provider - Other,character,as.character,is.character
T4,Cost to Nearest Bank,factor,as.factor,is.factor
T4i,Average Cost to Nearest Bank - Other,character,as.character,is.character
T5,Average time to Walk to the Nearest Bank,factor,as.factor,is.factor
T5i,Average time to Walk to the Nearest Bank - Other,character,as.character,is.character
T6,Average Cost to the Nearest Mobile Money Agent,factor,as.factor,is.factor
T6i,Average Cost to the Nearest Mobile Money Agent - Other,character,as.character,is.character
T7,Average Time to Walk to the Nearest Mobile Money Agent,factor,as.factor,is.factor
T7i,Average Time to Walk to the Nearest Mobile Money Agent - Other,character,as.character,is.character
T8,Average Cost to Nearest Bank agent,factor,as.factor,is.factor
T8i,Average Cost to Nearest Bank agent - Other,character,as.character,is.character
T9,Average time to Walk to the Nearest Bank agent,factor,as.factor,is.factor
T9i,Other Average time to Walk to the Nearest Bank agent,character,as.character,is.character
U1,Residence Change,factor,as.factor,is.factor
U2,Residence Change Reason,factor,as.factor,is.factor
U2i,Residence Change Reason - Other,character,as.character,is.character
U3,Religion,factor,as.factor,is.factor
U4,Dwelling Type,factor,as.factor,is.factor
U4i,Dwelling Type - Other,character,as.character,is.character
U5,of Dwelling Units,double,as.double,is.double
U6,of Habitable rooms,double,as.double,is.double
U7A,Tenure Status of Main Dwelling Unit,factor,as.factor,is.factor
U7B,Rented by,factor,as.factor,is.factor
U8,Roof Type,factor,as.factor,is.factor
U9,Floor Type,factor,as.factor,is.factor
U10,Wall Type,factor,as.factor,is.factor
U11,Cooking Fuel Type,factor,as.factor,is.factor
U12,Light Type,factor,as.factor,is.factor
U13,Water Source,factor,as.factor,is.factor
U14a,Human waste disposal,factor,as.factor,is.factor
U14b,If mode for diposal is shared,factor,as.factor,is.factor
U15,Solid waste disposal,factor,as.factor,is.factor
U16__1,Stand alone Radio,double,as.double,is.double
U16__2,TV with Free to Air Set-top-box/Digital TV,double,as.double,is.double
U16__3,TV with Pay TV Decoder,double,as.double,is.double
U16__4,Internet protocol TV(IP TV),double,as.double,is.double
U16__5,Analogue TV (With no connection/signal),double,as.double,is.double
U16__6,Internet through mobile phone/Modem,double,as.double,is.double
U16__7,"Fixed Internet at home e.g Fiber, Satellite dish, LAN, Wi-Fi",double,as.double,is.double
U16__8,Desk Top Computer/Laptop/Tablet,double,as.double,is.double
U16__9,Bicycle,double,as.double,is.double
U16__10,Motor Cycle,double,as.double,is.double
U16__11,Car,double,as.double,is.double
U16__12,Truck/Lorry/Bus/Three Wheeler truck,double,as.double,is.double
U16__13,Refrigerator,double,as.double,is.double
U16__14,Motor boat,double,as.double,is.double
U16__15,Animal Drawn cart,double,as.double,is.double
U16__16,Canoes,double,as.double,is.double
U16__17,Tuk Tuk,double,as.double,is.double
U16__18,Tractor,double,as.double,is.double
U16__19,Ox-plough,double,as.double,is.double
U17i,Exotic cattle -Dairy,double,as.double,is.double
U17ii,Exotic cattle -Beef,double,as.double,is.double
U17iii,Indigenous cattle,double,as.double,is.double
U17iv,Sheep,double,as.double,is.double
U17v,Goats,double,as.double,is.double
U18A,bread,factor,as.factor,is.factor
U18B,meat or fish,factor,as.factor,is.factor
U18C,ripe bananas,factor,as.factor,is.factor
U18D,towels,factor,as.factor,is.factor
U18E,thermos flasks,factor,as.factor,is.factor
U19,Own Land,factor,as.factor,is.factor
U20,Ownership document,factor,as.factor,is.factor
U20i,Other type of Ownership document,character,as.character,is.character
U21__1,Inherited from family,double,as.double,is.double
U21__2,Used regular income to buy materials whenever possible,double,as.double,is.double
U21__3,"Bought/Built using savings kept in bank, SACCO or MFI",double,as.double,is.double
U21__4,Bought/Built using assets / savings kept elsewhere,double,as.double,is.double
U21__5,"Bought/Built using credit/loan from bank, SACCO or MFI",double,as.double,is.double
U21__6,Bought/Built using credit/loan from elsewhere,double,as.double,is.double
U21__7,Contribution from community/family,double,as.double,is.double
U21__8,Bought it already built,double,as.double,is.double
U21__9,Used local materials – no cash needed,double,as.double,is.double
U21__10,Other (SPECIFY),double,as.double,is.double
U21__99,Refused to Answer (DO NOT READ OUT),double,as.double,is.double
U21i,How Acquired-Other,character,as.character,is.character
U22__1,National Identity Card (ID),factor,as.factor,is.factor
U22__2,Passport,factor,as.factor,is.factor
U22__3,Alien ID,factor,as.factor,is.factor
U22__4,Huduma number,double,as.double,is.double
U23,Approximately what is your total monthly expenditure,double,as.double,is.double
U24a,U24a 1.0. Food Expenses,double,as.double,is.double
U24b,Mobile airtime expenses,double,as.double,is.double
U24c,Transport expenses,double,as.double,is.double
U24d,Rent / mortgage on your home,double,as.double,is.double
IndWeight,Individual Weights,numeric,as.numeric,is.numeric
HhWeights,Household Weights,numeric,as.numeric,is.numeric
gender,Selected Respondent Gender,factor,as.factor,is.factor
cluster_type,Cluster Type (rural/urban),factor,as.factor,is.factor
agegroup,Age Group,factor,as.factor,is.factor
marital,Marital status of Respondent,factor,as.factor,is.factor
education,Education level of Respondent,factor,as.factor,is.factor
education_femHH,Education level of Female HH,factor,as.factor,is.factor
education_anyHH,Education level of any HH member,factor,as.factor,is.factor
savings_usage,Savings Usage overall,factor,as.factor,is.factor
savings_formal,Savings usage:formal,factor,as.factor,is.factor
savings_informal,Savings usage:informal,factor,as.factor,is.factor
savings_excluded,Savings usage:Excluded,factor,as.factor,is.factor
loan_usage,Loan Usage overall,factor,as.factor,is.factor
loan_formal,Loan Usage formal,factor,as.factor,is.factor
loan_informal,Loan Usage informal,factor,as.factor,is.factor
loan_formal_2,Loan Currently and last 12 months: Formal,factor,as.factor,is.factor
loan_mbanking_2,Loan Currently and last 12 months: mobile banking/ Fuliza,factor,as.factor,is.factor
loan_fuliza_2,Loan Currently and last 12 months: fuliza,factor,as.factor,is.factor
loan_app_2,Loan Currently and last 12 months: loan apps,factor,as.factor,is.factor
savings_mbanking_2,Currently and last 12 months: savings from mobile banking,factor,as.factor,is.factor
savings_mmoney_2,Currently and last 12 months: savings from mobile money,factor,as.factor,is.factor
savings_formal2,Savings formal Currently or used last 12 months,factor,as.factor,is.factor
tot_saving,Savings Category,factor,as.factor,is.factor
defaulted,Defaulted on Loans/Debt,factor,as.factor,is.factor
mobile,Mobile Ownership,factor,as.factor,is.factor
bank_usage,All commecial banks (+MFBs)  + mobile bank providers  regulated by CBK + Post Bank,factor,as.factor,is.factor
bank_usage1,Commercial Bank Usage excluding Postbank,factor,as.factor,is.factor
bank_usage3,Commercial Bank Usage excluding Mshwari/KCB Mpesa,factor,as.factor,is.factor
bank_usage2,Commercial Bank Usage excluding Mobile Banking and Postbank,factor,as.factor,is.factor
insurance_usage,All users of insurance  regulated by IRA without NHIF,factor,as.factor,is.factor
insurance_usage2,Insurance Companies (Regulated by IRA including NHIF) Usage,factor,as.factor,is.factor
insurance_usage1,Insurance Usage Regulated by IRA including NHIF and NSSF,factor,as.factor,is.factor
nhif_usage,NHIF usage,factor,as.factor,is.factor
nssf_usage,NSSF usage,factor,as.factor,is.factor
pension_usage,Pension usage,factor,as.factor,is.factor
pension_usage_2,Pension usage less NSSF,factor,as.factor,is.factor
mobile_bank_usage,Mobile Banking Usage,factor,as.factor,is.factor
mobile_money_usage,Mobile Money Usage,factor,as.factor,is.factor
digital_acc,Digital Account Usage,factor,as.factor,is.factor
digital_app_loan,Digital App Loans,factor,as.factor,is.factor
formal_digital_sav,Formal Digital Savings,factor,as.factor,is.factor
formal_non_digital_sav,"Fomal Non Digital Savings from Commercial Banks, MFBs, SACCOs, MFIs",factor,as.factor,is.factor
formal_digital_loan,Formal Digital Loans,factor,as.factor,is.factor
formal_non_digital_loan,Formal Non Digital Loans,factor,as.factor,is.factor
tot_formal_digit_loan_sav,Total Formal Digital Loans and Savings,factor,as.factor,is.factor
tot_formal_non_digit_loan_sav,Total Non Formal Digital Loans and Savings,factor,as.factor,is.factor
nonmfb_usage,nonmfb usage,factor,as.factor,is.factor
mfi_amfi,Registered Microfinance Institutions,numeric,as.numeric,is.numeric
mfi_amfi_1,Registered Microfinance Institutions,factor,as.factor,is.factor
mfi_usage,MFI Usage,factor,as.factor,is.factor
sacco_usage,SACCO Usage,factor,as.factor,is.factor
online_curr,Online Account Usage,factor,as.factor,is.factor
investment_usage,Investment Usage,factor,as.factor,is.factor
infgp,informal group membership,numeric,as.numeric,is.numeric
infgp_usage,"Informal Group Usage ASCA/ROSCA/CHAMA) including include group chama investments, savings with group of friends",factor,as.factor,is.factor
infgp_overall_usage,Informal Group Usage overall,factor,as.factor,is.factor
formal_prudential,"Formal Prudential - Commercial Banks, MFBs, DTSs, Insurance, Capital Markets, MShwari/KCB Mpesa",factor,as.factor,is.factor
formal_non_prudential,"Formal Non-prudential - MFS, Postbank, NSSF, NHIF, DFI",factor,as.factor,is.factor
formal_registered,"Formal Registered- non-DTM, non-DTS, Hire Purchase, Government, Digital Loans e.g. Tala, Branch",factor,as.factor,is.factor
formal,Formal- Overall- Current,factor,as.factor,is.factor
formal_other,Formal non prudential and formal registered combined- Current,factor,as.factor,is.factor
informal,"Informal-financial service providers such as ASCAs, ROSCAs, shopkeepers/Merchants, employers, moneylenders, non bank online/phone app loan providers",factor,as.factor,is.factor
access,Access - Current,factor,as.factor,is.factor
overlap,Overlap - Current,factor,as.factor,is.factor
dts_usage_1,Deposit Taking SACCO Usage,numeric,as.numeric,is.numeric
dts_usage,Deposit Taking SACCO Usage,factor,as.factor,is.factor
non_dts_usage_1,Non-Deposit Taking SACCO Usage,numeric,as.numeric,is.numeric
non_dts,Non-Deposit Taking SACCO Usage,factor,as.factor,is.factor
non_dts_usage,Non-Deposit Taking SACCO Usage,numeric,as.numeric,is.numeric
filt,Filter for Adults,numeric,as.numeric,is.numeric
Traditional_bank_users,All commecial banks regualted by CBK  (+MFBs) + post bank,factor,as.factor,is.factor
Commercial_Bank_users,Commercial Bank users,factor,as.factor,is.factor
Post_bank_users,Post bank users,factor,as.factor,is.factor
Digital_credit,Non bank non-regulated digital credit usage,factor,as.factor,is.factor
livelihoodcat,Livelihood,factor,as.factor,is.factor
NHM,Number of household members.,numeric,as.numeric,is.numeric
w_index,Scores for component 1,numeric,as.numeric,is.numeric
quintile,Estimated Wealth Quintile,factor,as.factor,is.factor
Classification_A_Liquidity,Device used to Meet Liquidity,factor,as.factor,is.factor
Classification_A_Resilience,Device used for Resilience,factor,as.factor,is.factor
Classification_A_Meeting_goals,Device used for Meeting goals,factor,as.factor,is.factor
vul_index,Vulnerability Index,factor,as.factor,is.factor
incomegp,Income group,factor,as.factor,is.factor
prodsum1,Number of financial services used,numeric,as.numeric,is.numeric
portfolio,Number of financial services used,factor,as.factor,is.factor
mfhi_12,Plan for how to spend money,factor,as.factor,is.factor
mfhi_11,No trouble making money last,numeric,as.numeric,is.numeric
mfhi_13,Did not go without food,factor,as.factor,is.factor
mfhi_21,Did not go without medicine,factor,as.factor,is.factor
mfhi_22,Can access lumpsum,factor,as.factor,is.factor
mfhi_23,Kept money aside for emergency,factor,as.factor,is.factor
mfhi_31,Kept money aside for specific purpose,factor,as.factor,is.factor
mfhi_32,savings/credit for productive assets,factor,as.factor,is.factor
mfhi_33,"savings, pension, investment for old age",factor,as.factor,is.factor
finhealthscore,finhealthscore,numeric,as.numeric,is.numeric
finhealth,Financially healthy,factor,as.factor,is.factor
manage_day2day1,Adults with ability to manage day to day,numeric,as.numeric,is.numeric
manage_day2day,Adults with ability to manage day to day,factor,as.factor,is.factor
risk,Risk,numeric,as.numeric,is.numeric
risk_cope,Adults with ability to cope with risk,factor,as.factor,is.factor
invest,Invest,numeric,as.numeric,is.numeric
invest_score,Adults with ability to invest in livelihoods,factor,as.factor,is.factor
mobile_access,Access a mobile phone (own or borrow),factor,as.factor,is.factor
mobile_own,Own a mobile phone,factor,as.factor,is.factor
full_service_acc,Full service registered account owners,factor,as.factor,is.factor
active_full_service,Active Full service registered account owners,factor,as.factor,is.factor
formal_service_use,Ever used formal financial services,factor,as.factor,is.factor
formal_fullservice_use,Ever used formal full service financial services,factor,as.factor,is.factor
digital_store,Ever used a digital stored value account,factor,as.factor,is.factor
digital_acc_active,Actively use a digital stored-value account,factor,as.factor,is.factor
digital_adv,Actively use a digital stored-value account and have used at least one advanced financial service,factor,as.factor,is.factor
mobile_money_access,Have ever accessed mobile money,factor,as.factor,is.factor
mobile_money_active,Active mobile money account (on a 90-day basis),factor,as.factor,is.factor
advanced_dfs,Advanced DFS users,factor,as.factor,is.factor
youth,Youth 18-35 yrs,factor,as.factor,is.factor
noofloans,finhealthscore,numeric,as.numeric,is.numeric
noofloans_new,Number of loans,factor,as.factor,is.factor
currentloan,Current Loan,numeric,as.numeric,is.numeric
paidlate,Paid Late,numeric,as.numeric,is.numeric
defaultloan,Loans default,factor,as.factor,is.factor
cashonly,cashonly,numeric,as.numeric,is.numeric
noncash,noncash,numeric,as.numeric,is.numeric
didnotdothis,Did not Transact,numeric,as.numeric,is.numeric
neither_cash_nor_anyother,Neither used cash or any other way,numeric,as.numeric,is.numeric
cash_payments,Transaction made in Cash only or both cash and non-cash,factor,as.factor,is.factor
comp_noofloans,Those who applied for one loan,factor,as.factor,is.factor
incomegpnew,Income group,factor,as.factor,is.factor
formal_prudential_ever,Formal Prudential including Ever,factor,as.factor,is.factor
formal_non_prudential_ever,Formal Non-prudential Ever,factor,as.factor,is.factor
formal_registered_ever,Formal Registered Ever,factor,as.factor,is.factor
formal_ever,Formal Ever,factor,as.factor,is.factor
